game_date	home_team	home_team_id	away_team	away_team_id	home_score	away_score	home_conf	away_conf	game_type	spread	over_under	line_moves
2014-01-22	UNLV	1424	Utah St	1429	62	42	Mountain West	Mountain West	Regular Season	-4	137.5	17
2014-01-23	Murray St	1293	Tennessee Tech	1399	92	53	Ohio Valley	Ohio Valley	Regular Season	-7.5		3
2014-01-23	Old Dominion	1330	Southern Miss	1379	60	75	Conference USA	Conference USA	Regular Season	6		12
2014-01-23	Maine	1263	MA Lowell	1262	62	74	America East	America East	Regular Season			
2014-01-23	Kent	1245	W Michigan	1444	59	75	Mid-American	Mid-American	Regular Season	-4.5		3
2014-01-23	Ohio St	1326	Illinois	1228	62	55	Big Ten	Big Ten	Regular Season	-11	126.5	13
2014-01-23	Monmouth NJ	1284	Fairfield	1193	63	60	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-4		12
2014-01-23	F Dickinson	1192	St Francis NY	1383	86	85	Northeast	Northeast	Regular Season			
2014-01-23	Siena	1373	St Peter's	1389	64	47	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-4.5		11
2014-01-23	Bryant	1136	Long Island	1254	87	79	Northeast	Northeast	Regular Season			
2014-01-23	Mercer	1273	FL Gulf Coast	1195	68	55	Southern	Atlantic Sun	Regular Season			
2014-01-23	Wagner	1447	Central Conn	1148	83	87	Northeast	Northeast	Regular Season			
2014-01-23	New Hampshire	1306	Albany NY	1107	60	56	America East	America East	Regular Season			
2014-01-23	W Carolina	1441	Davidson	1172	77	82	Southern	Atlantic 10	Regular Season	2		8
2014-01-23	Binghamton	1127	Hartford	1216	54	56	America East	America East	Regular Season			
2014-01-23	East Carolina	1187	Tulane	1408	54	59	American Athletic Conference	American Athletic Conference	Regular Season	-7.5		13
2014-01-23	GA Southern	1204	Wofford	1459	64	74	Sun Belt	Southern	Regular Season	-1		3
2014-01-23	St John's	1385	Seton Hall	1371	77	76	Big East	Big East	Regular Season	-4.5	138	10
2014-01-23	Chattanooga	1151	Elon	1189	84	63	Southern	Colonial Athletic Association	Regular Season	3.5		14
2014-01-23	Alabama	1104	Florida	1196	62	68	Southeastern	Southeastern	Regular Season	5.5	123.5	8
2014-01-23	ETSU	1190	North Florida	1316	99	93	Southern	Atlantic Sun	Regular Season			
2014-01-23	Robert Morris	1352	Sacred Heart	1357	91	65	Northeast	Northeast	Regular Season			
2014-01-23	Kennesaw	1244	Stetson	1391	65	68	Atlantic Sun	Atlantic Sun	Regular Season			
2014-01-23	St Francis (PA)	1384	Mt St Mary's	1291	77	83	Northeast	Northeast	Regular Season			
2014-01-23	Youngstown St	1464	Valparaiso	1434	71	74	Horizon League	Horizon League	Regular Season	-4		15
2014-01-23	Citadel	1154	Appalachian St	1111	67	80	Southern	Sun Belt	Regular Season	2		8
2014-01-23	Louisiana Tech	1256	Charlotte	1150	80	60	Conference USA	Conference USA	Regular Season	-13		9
2014-01-23	SC Upstate	1367	Jacksonville	1239	79	69	Atlantic Sun	Atlantic Sun	Regular Season			
2014-01-23	Ark Little Rock	1114	Texas St	1402	69	64	Sun Belt	Sun Belt	Regular Season	-4.5		4
2014-01-23	North Texas	1317	UAB	1412	76	65	Conference USA	Conference USA	Regular Season	3		8
2014-01-23	Belmont	1125	Morehead St	1287	80	66	Ohio Valley	Ohio Valley	Regular Season	-7.5		4
2014-01-23	Rice	1349	Marshall	1267	63	73	Conference USA	Conference USA	Regular Season	0		5
2014-01-23	Tennessee St	1398	E Kentucky	1184	78	94	Ohio Valley	Ohio Valley	Regular Season	8		3
2014-01-23	Ball St	1123	Buffalo	1138	71	68	Mid-American	Mid-American	Regular Season	8		13
2014-01-23	SE Missouri St	1369	Edwardsville	1188	82	78	Ohio Valley	Ohio Valley	Regular Season	-9.5		5
2014-01-23	Memphis	1272	Houston	1222	82	59	American Athletic Conference	American Athletic Conference	Regular Season	-13.5	144.5	1
2014-01-23	W Illinois	1442	South Dakota	1377	79	61	Summit	Summit	Regular Season	-2.5		3
2014-01-23	Penn St	1336	Nebraska	1304	58	54	Big Ten	Big Ten	Regular Season	-5	140.5	8
2014-01-23	North Dakota	1315	CS Sacramento	1170	82	71	Big Sky	Big Sky	Regular Season	-10		8
2014-01-23	Samford	1359	UNC Greensboro	1422	88	78	Southern	Southern	Regular Season	-4		1
2014-01-23	Austin Peay	1122	Jacksonville St	1240	59	71	Ohio Valley	Ohio Valley	Regular Season	-3		9
2014-01-23	ULM	1419	WKU	1443	51	69	Sun Belt	Conference USA	Regular Season	3		10
2014-01-23	Cent Arkansas	1146	Northwestern LA	1322	68	76	Southland	Southland	Regular Season			
2014-01-23	TN Martin	1404	E Illinois	1183	84	77	Ohio Valley	Ohio Valley	Regular Season	-3.5		7
2014-01-23	NE Omaha	1303	Denver	1176	60	74	Summit	Summit	Regular Season	-2.5	136.5	13
2014-01-23	ULL	1418	Georgia St	1209	70	77	Sun Belt	Sun Belt	Regular Season	2.5		10
2014-01-23	Oral Roberts	1331	SF Austin	1372	69	72	Summit	Southland	Regular Season			
2014-01-23	TAM C. Christi	1394	SE Louisiana	1368	74	71	Southland	Southland	Regular Season			
2014-01-23	Incarnate Word	1230	Sam Houston St	1358	85	74	Southland	Southland	Regular Season			
2014-01-23	Abilene Chr	1101	Lamar	1249	57	65	Southland	Southland	Regular Season			
2014-01-23	Houston Bap	1223	New Orleans	1309	66	79	Southland	Southland	Regular Season			
2014-01-23	Grand Canyon	1213	Idaho	1225	86	73	Western Athletic	Big Sky	Regular Season			
2014-01-23	Arizona St	1113	Utah	1428	79	75	Pacific-12	Pacific-12	Regular Season	-4.5	135.5	6
2014-01-23	Cincinnati	1153	UCF	1416	69	51	American Athletic Conference	American Athletic Conference	Regular Season	-14	128.5	4
2014-01-23	Arizona	1112	Colorado	1160	69	57	Pacific-12	Pacific-12	Regular Season	-14.5	133.5	9
2014-01-23	Tulsa	1409	MTSU	1292	58	53	American Athletic Conference	Conference USA	Regular Season	-3	138.5	10
2014-01-23	Weber St	1451	Montana St	1286	86	57	Big Sky	Big Sky	Regular Season	-8		17
2014-01-23	UT Arlington	1426	Troy	1407	59	56	Sun Belt	Sun Belt	Regular Season	-6.5		4
2014-01-23	E Washington	1186	Southern Utah	1381	90	83	Big Sky	Big Sky	Regular Season	-17		10
2014-01-23	Utah Valley	1430	Missouri KC	1282	66	48	Western Athletic	Western Athletic	Regular Season			
2014-01-23	Idaho St	1226	Montana	1285	54	59	Big Sky	Big Sky	Regular Season	-1		8
2014-01-23	N Colorado	1294	Northern Arizona	1319	87	72	Big Sky	Big Sky	Regular Season	-9		12
2014-01-23	UC Riverside	1415	Santa Barbara	1364	65	68	Big West	Big West	Regular Season	9		17
2014-01-23	Portland	1339	BYU	1140	114	110	West Coast	West Coast	Regular Season	4.5		7
2014-01-23	Gonzaga	1211	San Diego	1360	59	56	West Coast	West Coast	Regular Season	-17.5	135.5	9
2014-01-23	St Mary's CA	1388	Pepperdine	1337	80	74	West Coast	West Coast	Regular Season	-12		8
2014-01-23	UC Irvine	1414	CS Northridge	1169	72	66	Big West	Big West	Regular Season	-12		14
2014-01-23	CS Bakersfield	1167	Chicago St	1152	63	71	Western Athletic	Western Athletic	Regular Season			
2014-01-23	UC Davis	1413	Hawaii	1218	73	90	Big West	Big West	Regular Season	7		7
2014-01-23	Pacific	1334	Loy Marymount	1258	81	92	West Coast	West Coast	Regular Season	-6.5		8
2014-01-23	CS Fullerton	1168	Cal Poly SLO	1142	56	58	Big West	Big West	Regular Season	2.5		7
2014-01-23	Washington	1449	Oregon	1332	80	76	Pacific-12	Pacific-12	Regular Season	2.5	158.5	4
2014-01-23	UCLA	1417	Stanford	1390	91	74	Pacific-12	Pacific-12	Regular Season	-5.5	154.5	6
2014-01-24	Niagara	1310	Marist	1265	80	74	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-1.5		2
2014-01-24	Manhattan	1264	Rider	1351	67	51	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-10	154.5	8
2014-01-24	N Kentucky	1297	Lipscomb	1252	74	75	Horizon League	Atlantic Sun	Regular Season			
2014-01-24	Iona	1233	Quinnipiac	1346	95	73	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-7		10
2014-01-24	WI Milwaukee	1454	Detroit	1178	54	73	Horizon League	Horizon League	Regular Season	-3.5		10
2014-01-24	Stony Brook	1392	Vermont	1436	67	64	America East	America East	Regular Season	-2	129.5	12
2014-01-25	E Michigan	1185	Ohio	1325	56	58	Mid-American	Mid-American	Regular Season	-2	127	3
2014-01-25	Providence	1344	Xavier	1462	81	72	Big East	Big East	Regular Season	-2	136	7
2014-01-25	Delaware	1174	Towson	1406	83	76	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-6		5
2014-01-25	Cornell	1165	Columbia	1162	58	74	Ivy League	Ivy League	Regular Season	9		4
2014-01-25	Duke	1181	Florida St	1199	78	56	Atlantic Coast	Atlantic Coast	Regular Season	-9	143.5	7
2014-01-25	George Mason	1206	G Washington	1203	69	75	Atlantic 10	Atlantic 10	Regular Season	4.5	137.5	4
2014-01-25	Northwestern	1321	Iowa	1234	50	76	Big Ten	Big Ten	Regular Season	9.5	129	5
2014-01-25	La Salle	1247	VA Commonwealth	1433	89	97	Atlantic 10	Atlantic 10	Regular Season	3	139	3
2014-01-25	Kennesaw	1244	FL Gulf Coast	1195	62	83	Atlantic Sun	Atlantic Sun	Regular Season			
2014-01-25	St Francis (PA)	1384	Sacred Heart	1357	68	66	Northeast	Northeast	Regular Season			
2014-01-25	Miami FL	1274	Syracuse	1393	52	64	Atlantic Coast	Atlantic Coast	Regular Season	5.5	114	13
2014-01-25	Texas A&M	1401	Vanderbilt	1435	55	66	Southeastern	Southeastern	Regular Season	-6.5	122	6
2014-01-25	Bryant	1136	St Francis NY	1383	83	79	Northeast	Northeast	Regular Season			
2014-01-25	Baylor	1124	Texas	1400	60	74	Big 12	Big 12	Regular Season	-5.5		2
2014-01-25	Kentucky	1246	Georgia	1208	79	54	Southeastern	Southeastern	Regular Season	-13.5		8
2014-01-25	Iowa St	1235	Kansas St	1243	81	75	Big 12	Big 12	Regular Season	-9.5		6
2014-01-25	Cleveland St	1156	Valparaiso	1434	69	50	Horizon League	Horizon League	Regular Season	-4.5		5
2014-01-25	Oakland	1324	IL Chicago	1227	76	75	Horizon League	Horizon League	Regular Season	-10		2
2014-01-25	James Madison	1241	Col Charleston	1158	58	56	Colonial Athletic Association	Colonial Athletic Association	Regular Season	0		3
2014-01-25	Bucknell	1137	Boston Univ	1131	61	64	Patriot League	Patriot League	Regular Season			
2014-01-25	SC Upstate	1367	North Florida	1316	71	60	Atlantic Sun	Atlantic Sun	Regular Season			
2014-01-25	Marquette	1266	Villanova	1437	85	94	Big East	Big East	Regular Season	2.5	137.5	5
2014-01-25	Radford	1347	Coastal Car	1157	61	69	Big South	Big South	Regular Season			
2014-01-25	N Illinois	1296	Buffalo	1138	67	75	Mid-American	Mid-American	Regular Season	6		4
2014-01-25	Oklahoma St	1329	West Virginia	1452	81	75	Big 12	Big 12	Regular Season	-13.5	150.5	3
2014-01-25	Furman	1202	Wofford	1459	52	76	Southern	Southern	Regular Season	4		4
2014-01-25	NE Omaha	1303	South Dakota	1377	77	73	Summit	Summit	Regular Season	-7.5		3
2014-01-25	North Dakota	1315	Northern Arizona	1319	84	68	Big Sky	Big Sky	Regular Season	-6.5		9
2014-01-25	Wake Forest	1448	Notre Dame	1323	65	58	Atlantic Coast	Atlantic Coast	Regular Season	-1.5		8
2014-01-25	Virginia	1438	Virginia Tech	1439	65	45	Atlantic Coast	Atlantic Coast	Regular Season	-16		9
2014-01-25	Mercer	1273	Stetson	1391	87	49	Southern	Atlantic Sun	Regular Season			
2014-01-25	UMBC	1420	Hartford	1216	60	58	America East	America East	Regular Season			
2014-01-25	Abilene Chr	1101	Sam Houston St	1358	51	70	Southland	Southland	Regular Season			
2014-01-25	Mississippi	1279	Mississippi St	1280	82	63	Southeastern	Southeastern	Regular Season	-11.5		5
2014-01-25	Butler	1139	St John's	1385	52	69	Big East	Big East	Regular Season	-3.5	133.5	4
2014-01-25	UTEP	1431	UT San Antonio	1427	81	62	Conference USA	Conference USA	Regular Season	-14.5		5
2014-01-25	Loyola-Chicago	1260	Northern Iowa	1320	93	87	Missouri Valley	Missouri Valley	Regular Season	5.5		1
2014-01-25	Bethune-Cookman	1126	MD E Shore	1271	69	63	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-25	Rhode Island	1348	Dayton	1173	88	76	Atlantic 10	Atlantic 10	Regular Season	4	134.5	7
2014-01-25	Wyoming	1461	Nevada	1305	64	62	Mountain West	Mountain West	Regular Season	-5.5		4
2014-01-25	Texas Tech	1403	Oklahoma	1328	65	74	Big 12	Big 12	Regular Season	-1		8
2014-01-25	Brown	1135	Yale	1463	73	56	Ivy League	Ivy League	Regular Season	0		5
2014-01-25	Robert Morris	1352	Wagner	1447	74	70	Northeast	Northeast	Regular Season			
2014-01-25	Winthrop	1457	VMI	1440	58	57	Big South	Southern	Regular Season			
2014-01-25	Hofstra	1220	Northeastern	1318	57	70	Colonial Athletic Association	Colonial Athletic Association	Regular Season	1		9
2014-01-25	Drexel	1180	William & Mary	1456	66	68	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-3.5		6
2014-01-25	Army	1119	American Univ	1110	74	84	Patriot League	Patriot League	Regular Season			
2014-01-25	Portland	1339	San Diego	1360	63	65	West Coast	West Coast	Regular Season	-5	129	7
2014-01-25	Florida	1196	Tennessee	1397	67	41	Southeastern	Southeastern	Regular Season	-8.5	128.5	7
2014-01-25	Richmond	1350	St Joseph's PA	1386	77	62	Atlantic 10	Atlantic 10	Regular Season	-3.5	133.5	8
2014-01-25	Missouri	1281	South Carolina	1376	82	74	Southeastern	Southeastern	Regular Season	-10.5		3
2014-01-25	ETSU	1190	Jacksonville	1239	76	75	Southern	Atlantic Sun	Regular Season			
2014-01-25	Colorado St	1161	New Mexico	1307	66	68	Mountain West	Mountain West	Regular Season	0		5
2014-01-25	ULL	1418	WKU	1443	70	79	Sun Belt	Conference USA	Regular Season	-4		5
2014-01-25	NC Central	1300	Coppin St	1164	87	63	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-25	Tulsa	1409	UAB	1412	63	70	American Athletic Conference	Conference USA	Regular Season	-6.5		5
2014-01-25	F Dickinson	1192	Central Conn	1148	86	73	Northeast	Northeast	Regular Season			
2014-01-25	Long Island	1254	Mt St Mary's	1291	75	71	Northeast	Northeast	Regular Season			
2014-01-25	Oral Roberts	1331	Northwestern LA	1322	83	87	Summit	Southland	Regular Season			
2014-01-25	S Dakota St	1355	N Dakota St	1295	77	85	Summit	Summit	Regular Season	5.5	144.5	7
2014-01-25	Cent Arkansas	1146	SF Austin	1372	49	66	Southland	Southland	Regular Season			
2014-01-25	Washington	1449	Oregon St	1333	87	81	Pacific-12	Pacific-12	Regular Season	-3.5		6
2014-01-25	Purdue	1345	Wisconsin	1458	58	72	Big Ten	Big Ten	Regular Season	4.5	139.5	6
2014-01-25	ULM	1419	Georgia St	1209	58	66	Sun Belt	Sun Belt	Regular Season	8.5		4
2014-01-25	Incarnate Word	1230	Lamar	1249	75	64	Southland	Southland	Regular Season			
2014-01-25	TN Martin	1404	Edwardsville	1188	82	87	Ohio Valley	Ohio Valley	Regular Season	-2.5		4
2014-01-25	Charleston So	1149	Longwood	1255	85	88	Big South	Big South	Regular Season			
2014-01-25	Texas St	1402	Troy	1407	73	65	Sun Belt	Sun Belt	Regular Season	-5.5		4
2014-01-25	S Carolina St	1354	Norfolk St	1313	73	61	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-25	Savannah St	1366	Hampton	1214	71	80	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-25	Arkansas	1116	Auburn	1120	86	67	Southeastern	Southeastern	Regular Season	-11.5	150.5	3
2014-01-25	Maryland	1268	Pittsburgh	1338	79	83	Big Ten	Atlantic Coast	Regular Season	3	135.5	12
2014-01-25	NC A&T	1299	Morgan St	1288	68	67	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-25	Florida A&M	1197	Howard	1224	62	69	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-25	Seton Hall	1371	DePaul	1177	86	69	Big East	Big East	Regular Season	-8.5	141.5	6
2014-01-25	St Mary's CA	1388	Loy Marymount	1258	89	61	West Coast	West Coast	Regular Season	-10.5		5
2014-01-25	Alcorn St	1108	Alabama St	1106	54	58	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-25	TX Southern	1411	MS Valley St	1290	94	56	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-25	Prairie View	1341	Ark Pine Bluff	1115	71	62	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-25	Florida Intl	1198	FL Atlantic	1194	66	57	Conference USA	Conference USA	Regular Season	-2		9
2014-01-25	Bowling Green	1132	Miami (OH)	1275	65	70	Mid-American	Mid-American	Regular Season	-3.5		3
2014-01-25	Boise St	1129	San Jose St	1363	76	55	Mountain West	Mountain West	Regular Season	-18		12
2014-01-25	Indiana St	1232	Illinois St	1229	76	62	Missouri Valley	Missouri Valley	Regular Season	-8.5		4
2014-01-25	SE Missouri St	1369	E Illinois	1183	74	77	Ohio Valley	Ohio Valley	Regular Season	-8.5		2
2014-01-25	Southern	1380	Alabama A&M	1105	66	52	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-25	Samford	1359	Elon	1189	62	59	Southern	Colonial Athletic Association	Regular Season	4		1
2014-01-25	Chattanooga	1151	UNC Greensboro	1422	77	67	Southern	Southern	Regular Season	-8		4
2014-01-25	Liberty	1251	Presbyterian	1342	65	53	Big South	Big South	Regular Season			
2014-01-25	Duquesne	1182	St Bonaventure	1382	83	81	Atlantic 10	Atlantic 10	Regular Season	3		4
2014-01-25	Michigan St	1277	Michigan	1276	75	80	Big Ten	Big Ten	Regular Season	-5	137	13
2014-01-25	Rutgers	1353	Connecticut	1163	71	82	Big Ten	American Athletic Conference	Regular Season	6	141.5	5
2014-01-25	Navy	1298	Holy Cross	1221	52	67	Patriot League	Patriot League	Regular Season			
2014-01-25	Davidson	1172	GA Southern	1204	82	52	Atlantic 10	Sun Belt	Regular Season	-14		7
2014-01-25	Lehigh	1250	Lafayette	1248	71	68	Patriot League	Patriot League	Regular Season			
2014-01-25	Arizona St	1113	Colorado	1160	72	51	Pacific-12	Pacific-12	Regular Season	-5		12
2014-01-25	C Michigan	1141	Akron	1103	74	82	Mid-American	Mid-American	Regular Season	5.5		6
2014-01-25	High Point	1219	UNC Asheville	1421	78	67	Big South	Big South	Regular Season			
2014-01-25	Old Dominion	1330	Tulane	1408	70	64	Conference USA	American Athletic Conference	Regular Season	-8.5		5
2014-01-25	Long Beach St	1253	CS Northridge	1169	76	62	Big West	Big West	Regular Season	-6.5		14
2014-01-25	Loyola MD	1259	Colgate	1159	67	60	Patriot League	Patriot League	Regular Season			
2014-01-25	IPFW	1236	IUPUI	1237	90	75	Summit	Summit	Regular Season	-13		3
2014-01-25	Gardner Webb	1205	Campbell	1144	66	48	Big South	Big South	Regular Season			
2014-01-25	East Carolina	1187	Southern Miss	1379	46	60	American Athletic Conference	Conference USA	Regular Season	8.5		8
2014-01-25	Youngstown St	1464	Wright St	1460	68	67	Horizon League	Horizon League	Regular Season	-2.5		3
2014-01-25	Citadel	1154	W Carolina	1441	60	78	Southern	Southern	Regular Season	9.5		2
2014-01-25	TAM C. Christi	1394	New Orleans	1309	62	70	Southland	Southland	Regular Season			
2014-01-25	Penn	1335	NJIT	1312	89	74	Ivy League	Atlantic Sun	Regular Season			
2014-01-25	Rice	1349	Charlotte	1150	71	69	Conference USA	Conference USA	Regular Season	5		8
2014-01-25	North Texas	1317	MTSU	1292	63	70	Conference USA	Conference USA	Regular Season	4		15
2014-01-25	Missouri St	1283	S Illinois	1356	69	63	Missouri Valley	Missouri Valley	Regular Season	-5		5
2014-01-25	Louisiana Tech	1256	Marshall	1267	98	77	Conference USA	Conference USA	Regular Season	-16.5		6
2014-01-25	Austin Peay	1122	Tennessee Tech	1399	83	69	Ohio Valley	Ohio Valley	Regular Season	-2		14
2014-01-25	Belmont	1125	E Kentucky	1184	84	81	Ohio Valley	Ohio Valley	Regular Season	-5.5		4
2014-01-25	W Illinois	1442	Denver	1176	55	67	Summit	Summit	Regular Season	3.5		14
2014-01-25	San Francisco	1362	Santa Clara	1365	75	66	West Coast	West Coast	Regular Season	-7		5
2014-01-25	Alabama	1104	LSU	1261	82	80	Southeastern	Southeastern	Regular Season	-2	131	6
2014-01-25	Creighton	1166	Georgetown	1207	76	63	Big East	Big East	Regular Season	-12	144.5	4
2014-01-25	Drake	1179	Wichita St	1455	61	78	Missouri Valley	Missouri Valley	Regular Season	10.5		6
2014-01-25	Arkansas St	1117	Ark Little Rock	1114	77	49	Sun Belt	Sun Belt	Regular Season	-7		5
2014-01-25	Houston Bap	1223	SE Louisiana	1368	52	60	Southland	Southland	Regular Season			
2014-01-25	UT Arlington	1426	South Alabama	1375	73	65	Sun Belt	Sun Belt	Regular Season	-3.5		7
2014-01-25	Murray St	1293	Jacksonville St	1240	73	65	Ohio Valley	Ohio Valley	Regular Season	-7.5		9
2014-01-25	Jackson St	1238	Grambling	1212	76	59	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-25	Tennessee St	1398	Morehead St	1287	74	80	Ohio Valley	Ohio Valley	Regular Season	7.5		6
2014-01-25	Weber St	1451	Montana	1285	68	63	Big Sky	Big Sky	Regular Season	-6.5		8
2014-01-25	Grand Canyon	1213	Seattle	1370	71	63	Western Athletic	Western Athletic	Regular Season			
2014-01-25	TCU	1395	Kansas	1242	69	91	Big 12	Big 12	Regular Season	14.5	138.5	6
2014-01-25	New Mexico St	1308	UTRGV	1410	90	78	Western Athletic	Western Athletic	Regular Season			
2014-01-25	Idaho St	1226	Montana St	1286	69	64	Big Sky	Big Sky	Regular Season	-3.5		5
2014-01-25	N Colorado	1294	CS Sacramento	1170	72	62	Big Sky	Big Sky	Regular Season	-13		8
2014-01-25	Utah Valley	1430	Chicago St	1152	62	55	Western Athletic	Western Athletic	Regular Season			
2014-01-25	Pacific	1334	Pepperdine	1337	76	66	West Coast	West Coast	Regular Season	-6.5		9
2014-01-25	Gonzaga	1211	BYU	1140	84	69	West Coast	West Coast	Regular Season	-9	158	7
2014-01-25	UC Irvine	1414	Hawaii	1218	86	90	Big West	Big West	Regular Season	-6		12
2014-01-25	CS Bakersfield	1167	Missouri KC	1282	69	70	Western Athletic	Western Athletic	Regular Season			
2014-01-25	UC Riverside	1415	Cal Poly SLO	1142	61	58	Big West	Big West	Regular Season	5		8
2014-01-25	Portland St	1340	Southern Utah	1381	67	64	Big Sky	Big Sky	Regular Season	-14		4
2014-01-25	UNLV	1424	Fresno St	1201	75	73	Mountain West	Mountain West	Regular Season	-9.5	140.5	4
2014-01-25	CS Fullerton	1168	Santa Barbara	1364	74	72	Big West	Big West	Regular Season	5.5		8
2014-01-25	Utah St	1429	San Diego St	1361	69	74	Mountain West	Mountain West	Regular Season	3		19
2014-01-26	Fairfield	1193	Siena	1373	56	64	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	1.5		10
2014-01-26	Massachusetts	1269	Fordham	1200	90	52	Atlantic 10	Atlantic 10	Regular Season	-14	153.5	6
2014-01-26	NC State	1301	Georgia Tech	1210	80	78	Atlantic Coast	Atlantic Coast	Regular Season	-4.5		8
2014-01-26	Evansville	1191	Bradley	1133	66	60	Missouri Valley	Missouri Valley	Regular Season	-3		6
2014-01-26	Memphis	1272	South Florida	1378	80	58	American Athletic Conference	American Athletic Conference	Regular Season	-15	140.5	8
2014-01-26	Princeton	1343	Kean	-1	84	54	Ivy League		Regular Season			
2014-01-26	Stony Brook	1392	Maine	1263	79	61	America East	America East	Regular Season			
2014-01-26	WI Green Bay	1453	Detroit	1178	62	52	Horizon League	Horizon League	Regular Season	-12.5		9
2014-01-26	St Peter's	1389	Iona	1233	63	71	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	6		5
2014-01-26	W Michigan	1444	Ball St	1123	62	53	Mid-American	Mid-American	Regular Season	-13		5
2014-01-26	Manhattan	1264	Quinnipiac	1346	86	90	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-11.5		10
2014-01-26	Canisius	1145	Marist	1265	78	65	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-9		7
2014-01-26	MA Lowell	1262	New Hampshire	1306	32	61	America East	America East	Regular Season			
2014-01-26	Houston	1222	SMU	1374	68	75	American Athletic Conference	American Athletic Conference	Regular Season	4.5	133	11
2014-01-26	Indiana	1231	Illinois	1228	56	46	Big Ten	Big Ten	Regular Season	-6	135.5	11
2014-01-26	Temple	1396	Cincinnati	1153	76	80	American Athletic Conference	American Athletic Conference	Regular Season	7.5	133	10
2014-01-26	Rider	1351	Monmouth NJ	1284	77	71	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-6		6
2014-01-26	Dartmouth	1171	Harvard	1217	50	80	Ivy League	Ivy League	Regular Season	12	127.5	3
2014-01-26	USC	1425	Stanford	1390	71	79	Pacific-12	Pacific-12	Regular Season	6.5	147	14
2014-01-26	North Carolina	1314	Clemson	1155	80	61	Atlantic Coast	Atlantic Coast	Regular Season	-7.5	125.5	11
2014-01-26	Nebraska	1304	Minnesota	1278	82	78	Big Ten	Big Ten	Regular Season	-1	135.5	12
2014-01-26	Toledo	1405	Kent	1245	81	78	Mid-American	Mid-American	Regular Season	-9		5
2014-01-26	Vermont	1436	Binghamton	1127	72	39	America East	America East	Regular Season			
2014-01-26	Washington St	1450	Oregon	1332	44	71	Pacific-12	Pacific-12	Regular Season	6.5	134	17
2014-01-26	Arizona	1112	Utah	1428	65	56	Pacific-12	Pacific-12	Regular Season	-13.5	129.5	10
2014-01-26	UCLA	1417	California	1143	76	64	Pacific-12	Pacific-12	Regular Season	-7	153	6
2014-01-27	Delaware St	1175	NJIT	1312	59	65	Mid-Eastern Athletic	Atlantic Sun	Regular Season			
2014-01-27	Pittsburgh	1338	Duke	1181	65	80	Atlantic Coast	Atlantic Coast	Regular Season	-4.5	139.5	12
2014-01-27	Towson	1406	Hofstra	1220	76	58	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-10		2
2014-01-27	Savannah St	1366	Norfolk St	1313	49	56	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season	-2	135	6
2014-01-27	William & Mary	1456	Col Charleston	1158	74	63	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-4		11
2014-01-27	S Carolina St	1354	Hampton	1214	56	67	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-27	NC Central	1300	Morgan St	1288	53	52	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-27	Bethune-Cookman	1126	Howard	1224	58	47	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-27	NC A&T	1299	Coppin St	1164	54	70	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2014-01-27	Alcorn St	1108	Alabama A&M	1105	70	64	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-27	Prairie View	1341	MS Valley St	1290	72	81	Southwestern Athletic	Southwestern Athletic	Regular Season			
2014-01-27	TX Southern	1411	Ark Pine Bluff	1115	72	71	Southwestern Athletic	Southwestern Athletic	Regular Season	-12	145	13
2014-01-27	Oklahoma	1328	Oklahoma St	1329	88	76	Big 12	Big 12	Regular Season	4	159.5	17
2014-01-27	Georgetown	1207	Villanova	1437	60	65	Big East	Big East	Regular Season	5.5	140	11
